id,Class,Family
ENSDARG00000020201,TF-cofactor,Others
ENSDARG00000020239,TF-cofactor,LPIN
ENSDARG00000020467,TF-cofactor,Others
ENSDARG00000020527,TF-cofactor,Others
ENSDARG00000020840,TF-cofactor,Others
ENSDARG00000021097,TF-cofactor,GTF
ENSDARG00000021112,TF-cofactor,Other_Co-activator/repressors
ENSDARG00000021366,TF-cofactor,Others
ENSDARG00000021370,TF-cofactor,ACTR
ENSDARG00000021378,TF-cofactor,PHF
ENSDARG00000021405,TF-cofactor,CHD
ENSDARG00000021439,TF-cofactor,Nuclear receptor coactivator
ENSDARG00000021974,TF-cofactor,Others
ENSDARG00000021985,TF-cofactor,Others
ENSDARG00000022939,TF-cofactor,INO80 complex
ENSDARG00000022944,TF-cofactor,Others
ENSDARG00000023330,TF-cofactor,ANP
ENSDARG00000023591,TF-cofactor,Nuclear receptor coactivator
ENSDARG00000023933,TF-cofactor,SKI
ENSDARG00000024311,TF-cofactor,EID
ENSDARG00000025043,TF-cofactor,Thyroid hormone receptor
ENSDARG00000025091,TF-cofactor,Others
ENSDARG00000025174,TF-cofactor,Others
ENSDARG00000025254,TF-cofactor,Others
ENSDARG00000025421,TF-cofactor,Others
ENSDARG00000025467,TF-cofactor,Others
ENSDARG00000025808,TF-cofactor,TATA-box
ENSDARG00000025820,TF-cofactor,Others
ENSDARG00000026053,TF-cofactor,Others
ENSDARG00000026577,TF-cofactor,Cyclin
ENSDARG00000026634,TF-cofactor,Histone lysine methyltransferase
ENSDARG00000026664,TF-cofactor,Others
ENSDARG00000026701,TF-cofactor,GTF
ENSDARG00000026767,TF-cofactor,Nuclear coactivator
ENSDARG00000026839,TF-cofactor,Mediator complex
ENSDARG00000027182,TF-cofactor,Ring finger protein
ENSDARG00000027187,TF-cofactor,Lysine acetyltransferase
ENSDARG00000027249,TF-cofactor,Others
ENSDARG00000027353,TF-cofactor,Zinc finger
ENSDARG00000027529,TF-cofactor,Others
ENSDARG00000027807,TF-cofactor,Others
ENSDARG00000028058,TF-cofactor,Others
ENSDARG00000028118,TF-cofactor,Others
ENSDARG00000028322,TF-cofactor,Others
ENSDARG00000028386,TF-cofactor,Others
ENSDARG00000028475,TF-cofactor,Others
ENSDARG00000028793,TF-cofactor,Others
ENSDARG00000028937,TF-cofactor,TATA-box
ENSDARG00000029058,TF-cofactor,RBBP
ENSDARG00000029157,TF-cofactor,Mediator complex
ENSDARG00000029331,TF-cofactor,Others
ENSDARG00000030087,TF-cofactor,NFKB associated
ENSDARG00000030213,TF-cofactor,SAP
ENSDARG00000030368,TF-cofactor,Others
ENSDARG00000030716,TF-cofactor,ING
ENSDARG00000030756,TF-cofactor,DNA_methylase
ENSDARG00000030839,TF-cofactor,Others
ENSDARG00000030905,TF-cofactor,CITED
ENSDARG00000031203,TF-cofactor,Others
ENSDARG00000031216,TF-cofactor,Others
ENSDARG00000031261,TF-cofactor,SAP
ENSDARG00000031761,TF-cofactor,Others
ENSDARG00000031915,TF-cofactor,Others
ENSDARG00000031981,TF-cofactor,Others
ENSDARG00000032117,TF-cofactor,RNA helicase
ENSDARG00000032129,TF-cofactor,GTF
ENSDARG00000032175,TF-cofactor,Others
ENSDARG00000032619,TF-cofactor,Others
ENSDARG00000032919,TF-cofactor,Coiled-coil
ENSDARG00000033854,TF-cofactor,Actin
ENSDARG00000033855,TF-cofactor,CCR4-NOT
ENSDARG00000033993,TF-cofactor,SLC
ENSDARG00000034107,TF-cofactor,Actin
ENSDARG00000034146,TF-cofactor,Cyclin
ENSDARG00000034326,TF-cofactor,ING
ENSDARG00000034503,TF-cofactor,Others
ENSDARG00000034504,TF-cofactor,LIM
ENSDARG00000034734,TF-cofactor,Mediator complex
ENSDARG00000034916,TF-cofactor,Others
ENSDARG00000035043,TF-cofactor,Others
ENSDARG00000035187,TF-cofactor,Others
ENSDARG00000035330,TF-cofactor,TATA-box
ENSDARG00000035399,TF-cofactor,Ankyrin repeat
ENSDARG00000035505,TF-cofactor,GTF
ENSDARG00000035655,TF-cofactor,Others
ENSDARG00000035810,TF-cofactor,Others
ENSDARG00000035819,TF-cofactor,Sirtuin
ENSDARG00000035954,TF-cofactor,Others
ENSDARG00000036069,TF-cofactor,RNA helicase
ENSDARG00000036071,TF-cofactor,GTF
ENSDARG00000036100,TF-cofactor,EYA
ENSDARG00000036107,TF-cofactor,Others
ENSDARG00000036456,TF-cofactor,Others
ENSDARG00000036473,TF-cofactor,Others
ENSDARG00000036482,TF-cofactor,Others
ENSDARG00000036685,TF-cofactor,Cyclin
ENSDARG00000036687,TF-cofactor,BCL
ENSDARG00000036695,TF-cofactor,Others
ENSDARG00000036791,TF-cofactor,DNA_methylase
ENSDARG00000036868,TF-cofactor,TATA-box
ENSDARG00000037122,TF-cofactor,Others
ENSDARG00000037283,TF-cofactor,Others
ENSDARG00000037640,TF-cofactor,Others
ENSDARG00000037675,TF-cofactor,Nucleoplasmin
ENSDARG00000037855,TF-cofactor,TATA-box
ENSDARG00000037870,TF-cofactor,Actin
ENSDARG00000037894,TF-cofactor,Others
ENSDARG00000037955,TF-cofactor,Other_CRF
ENSDARG00000038030,TF-cofactor,Others
ENSDARG00000038067,TF-cofactor,Others
ENSDARG00000038068,TF-cofactor,RNA helicase
ENSDARG00000038113,TF-cofactor,Others
ENSDARG00000038290,TF-cofactor,Others
ENSDARG00000038302,TF-cofactor,Others
ENSDARG00000038305,TF-cofactor,Vestigial like
ENSDARG00000038397,TF-cofactor,Others
ENSDARG00000038524,TF-cofactor,Others
ENSDARG00000038754,TF-cofactor,Others
ENSDARG00000038786,TF-cofactor,SWI/SNF
ENSDARG00000038835,TF-cofactor,Others
ENSDARG00000038858,TF-cofactor,SET
ENSDARG00000038954,TF-cofactor,Casein
ENSDARG00000038985,TF-cofactor,Chromodomain Y
ENSDARG00000039563,TF-cofactor,Others
ENSDARG00000039578,TF-cofactor,Others
ENSDARG00000039684,TF-cofactor,Sirtuin
ENSDARG00000039887,TF-cofactor,Others
ENSDARG00000040076,TF-cofactor,Others
ENSDARG00000040445,TF-cofactor,PARP
ENSDARG00000040633,TF-cofactor,Arginine methyltransferase
ENSDARG00000040674,TF-cofactor,Others
ENSDARG00000040700,TF-cofactor,Others
ENSDARG00000040854,TF-cofactor,Others
ENSDARG00000041060,TF-cofactor,Others
ENSDARG00000041081,TF-cofactor,Lysine methyltransferase
ENSDARG00000041155,TF-cofactor,Other_CRF
ENSDARG00000041203,TF-cofactor,Others
ENSDARG00000041237,TF-cofactor,Mediator complex
ENSDARG00000041304,TF-cofactor,Others
ENSDARG00000041503,TF-cofactor,Mediator complex
ENSDARG00000041706,TF-cofactor,Vestigial like
ENSDARG00000041921,TF-cofactor,Heat shock protein
ENSDARG00000042005,TF-cofactor,ELP
ENSDARG00000042087,TF-cofactor,DNA_methylase
ENSDARG00000042141,TF-cofactor,Others
ENSDARG00000042147,TF-cofactor,RBBP
ENSDARG00000042151,TF-cofactor,SKI
ENSDARG00000042236,TF-cofactor,Others
ENSDARG00000042337,TF-cofactor,Other_CRF
ENSDARG00000042456,TF-cofactor,Others
ENSDARG00000042518,TF-cofactor,HIPK
ENSDARG00000042724,TF-cofactor,SUPT
ENSDARG00000043185,TF-cofactor,GTF
ENSDARG00000043236,TF-cofactor,Cyclin
ENSDARG00000043241,TF-cofactor,Others
ENSDARG00000043666,TF-cofactor,Others
ENSDARG00000043713,TF-cofactor,Others
ENSDARG00000043905,TF-cofactor,Ring finger protein
ENSDARG00000043970,TF-cofactor,Others
ENSDARG00000044062,TF-cofactor,Others
ENSDARG00000044074,TF-cofactor,Others
ENSDARG00000044102,TF-cofactor,Zinc finger
ENSDARG00000044125,TF-cofactor,Others
ENSDARG00000044167,TF-cofactor,Other_CRF
ENSDARG00000044281,TF-cofactor,Erbb2
ENSDARG00000044381,TF-cofactor,Others
ENSDARG00000044915,TF-cofactor,Others
ENSDARG00000044938,TF-cofactor,Chromobox
ENSDARG00000044949,TF-cofactor,Ring finger protein
ENSDARG00000045087,TF-cofactor,Cyclin
ENSDARG00000045092,TF-cofactor,Cyclin
ENSDARG00000045249,TF-cofactor,Others
ENSDARG00000045359,TF-cofactor,Others
ENSDARG00000045465,TF-cofactor,Others
ENSDARG00000045486,TF-cofactor,Others
ENSDARG00000045519,TF-cofactor,Others
ENSDARG00000045592,TF-cofactor,Others
ENSDARG00000045636,TF-cofactor,Other_Co-activator/repressors
ENSDARG00000045755,TF-cofactor,Coiled-coil
ENSDARG00000045768,TF-cofactor,Others
ENSDARG00000045843,TF-cofactor,Others
ENSDARG00000045951,TF-cofactor,Lysine acetyltransferase
ENSDARG00000046006,TF-cofactor,Mediator complex
ENSDARG00000046010,TF-cofactor,Lysine demethylase
ENSDARG00000046087,TF-cofactor,Bromodomain
ENSDARG00000051785,TF-cofactor,RNA helicase
ENSDARG00000051916,TF-cofactor,Cyclin
ENSDARG00000051955,TF-cofactor,Other_CRF
ENSDARG00000052388,TF-cofactor,PCGF
ENSDARG00000052405,TF-cofactor,Others
ENSDARG00000052471,TF-cofactor,TATA-box
ENSDARG00000052728,TF-cofactor,Others
ENSDARG00000053196,TF-cofactor,Others
ENSDARG00000053459,TF-cofactor,Others
ENSDARG00000053617,TF-cofactor,CAMK
ENSDARG00000053619,TF-cofactor,Others
ENSDARG00000053963,TF-cofactor,Nucleoplasmin
ENSDARG00000054103,TF-cofactor,Others
ENSDARG00000054271,TF-cofactor,Cyclin
ENSDARG00000054804,TF-cofactor,ANP
ENSDARG00000055054,TF-cofactor,BCL
ENSDARG00000055064,TF-cofactor,Others
ENSDARG00000055133,TF-cofactor,CENP
ENSDARG00000055151,TF-cofactor,SMYD
ENSDARG00000055357,TF-cofactor,Others
ENSDARG00000055530,TF-cofactor,Others
ENSDARG00000055548,TF-cofactor,Nuclear coactivator
ENSDARG00000055639,TF-cofactor,Other_CRF
ENSDARG00000055719,TF-cofactor,INO80 complex
ENSDARG00000055753,TF-cofactor,Others
ENSDARG00000056184,TF-cofactor,Others
ENSDARG00000056210,TF-cofactor,Heat shock protein
ENSDARG00000056427,TF-cofactor,Others
ENSDARG00000056473,TF-cofactor,Others
ENSDARG00000056490,TF-cofactor,Others
ENSDARG00000056605,TF-cofactor,WW
ENSDARG00000056638,TF-cofactor,Others
ENSDARG00000056683,TF-cofactor,Cyclin
ENSDARG00000056801,TF-cofactor,Others
ENSDARG00000056964,TF-cofactor,Others
ENSDARG00000057026,TF-cofactor,Others
ENSDARG00000057272,TF-cofactor,SLC
ENSDARG00000057513,TF-cofactor,Others
ENSDARG00000057562,TF-cofactor,POLR
ENSDARG00000057624,TF-cofactor,Others
ENSDARG00000057738,TF-cofactor,Others
ENSDARG00000058050,TF-cofactor,SMYD
ENSDARG00000058127,TF-cofactor,Others
ENSDARG00000058212,TF-cofactor,MAGE
ENSDARG00000058444,TF-cofactor,Others
ENSDARG00000058528,TF-cofactor,CCR4-NOT
ENSDARG00000058647,TF-cofactor,Others
ENSDARG00000058696,TF-cofactor,Transducin
ENSDARG00000059059,TF-cofactor,Others
ENSDARG00000059287,TF-cofactor,Others
ENSDARG00000059304,TF-cofactor,Coiled-coil
ENSDARG00000059362,TF-cofactor,Others
ENSDARG00000059406,TF-cofactor,Others
ENSDARG00000059556,TF-cofactor,Others
ENSDARG00000059653,TF-cofactor,Lysine demethylase
ENSDARG00000059701,TF-cofactor,Others
ENSDARG00000059760,TF-cofactor,WD
ENSDARG00000059809,TF-cofactor,CAMK
ENSDARG00000059972,TF-cofactor,Others
ENSDARG00000060030,TF-cofactor,SET
ENSDARG00000060054,TF-cofactor,Others
ENSDARG00000060089,TF-cofactor,Others
ENSDARG00000060102,TF-cofactor,Others
ENSDARG00000060392,TF-cofactor,Others
ENSDARG00000060645,TF-cofactor,Sirtuin
ENSDARG00000060679,TF-cofactor,Lysine demethylase
ENSDARG00000060729,TF-cofactor,Tripartite motif
ENSDARG00000060766,TF-cofactor,Others
ENSDARG00000060788,TF-cofactor,Others
ENSDARG00000060865,TF-cofactor,Others
ENSDARG00000060868,TF-cofactor,Others
ENSDARG00000060994,TF-cofactor,Others
ENSDARG00000061095,TF-cofactor,Others
ENSDARG00000061187,TF-cofactor,Chromobox
ENSDARG00000061204,TF-cofactor,RNA helicase
ENSDARG00000061214,TF-cofactor,LPIN
ENSDARG00000061268,TF-cofactor,Others
ENSDARG00000061294,TF-cofactor,Others
ENSDARG00000061345,TF-cofactor,WW
ENSDARG00000061411,TF-cofactor,GTF
ENSDARG00000061543,TF-cofactor,Coiled-coil
ENSDARG00000061759,TF-cofactor,Lysine demethylase
ENSDARG00000061802,TF-cofactor,CCR4-NOT
ENSDARG00000062063,TF-cofactor,Others
ENSDARG00000062082,TF-cofactor,HIPK
ENSDARG00000062244,TF-cofactor,SET
ENSDARG00000062267,TF-cofactor,Lysine demethylase
ENSDARG00000062415,TF-cofactor,Casein
ENSDARG00000062421,TF-cofactor,Others
ENSDARG00000062472,TF-cofactor,Others
ENSDARG00000062476,TF-cofactor,Others
ENSDARG00000062562,TF-cofactor,Others
ENSDARG00000062577,TF-cofactor,Others
ENSDARG00000062634,TF-cofactor,Lysine acetyltransferase
ENSDARG00000062727,TF-cofactor,Others
ENSDARG00000062749,TF-cofactor,INO80 complex
ENSDARG00000062765,TF-cofactor,Nuclear receptor coactivator
ENSDARG00000062817,TF-cofactor,Others
ENSDARG00000062929,TF-cofactor,FAM
ENSDARG00000062997,TF-cofactor,Others
ENSDARG00000063194,TF-cofactor,Others
ENSDARG00000063212,TF-cofactor,Arginine methyltransferase
ENSDARG00000063310,TF-cofactor,Nuclear receptor coactivator
ENSDARG00000063539,TF-cofactor,SLC
ENSDARG00000063670,TF-cofactor,GTF
ENSDARG00000067560,TF-cofactor,GTF
ENSDARG00000067719,TF-cofactor,WW
ENSDARG00000067794,TF-cofactor,Others
ENSDARG00000067829,TF-cofactor,Others
ENSDARG00000068064,TF-cofactor,Sirtuin
ENSDARG00000068192,TF-cofactor,TATA-box
ENSDARG00000068264,TF-cofactor,Others
ENSDARG00000068596,TF-cofactor,CCR4-NOT
ENSDARG00000068640,TF-cofactor,Others
ENSDARG00000068641,TF-cofactor,TATA-box
ENSDARG00000068965,TF-cofactor,Nuclear receptor coactivator
ENSDARG00000068992,TF-cofactor,Heat shock protein
ENSDARG00000069006,TF-cofactor,Transducin
ENSDARG00000069030,TF-cofactor,SKI
ENSDARG00000069681,TF-cofactor,PCGF
ENSDARG00000069706,TF-cofactor,Arginine methyltransferase
ENSDARG00000070046,TF-cofactor,Others
ENSDARG00000070084,TF-cofactor,PHF
ENSDARG00000070108,TF-cofactor,Other_CRF
ENSDARG00000070187,TF-cofactor,Others
ENSDARG00000070432,TF-cofactor,INO80 complex
ENSDARG00000070545,TF-cofactor,Other_CRF
ENSDARG00000070617,TF-cofactor,Others
ENSDARG00000070623,TF-cofactor,Mediator complex
ENSDARG00000070787,TF-cofactor,Others
ENSDARG00000070981,TF-cofactor,Others
ENSDARG00000071018,TF-cofactor,Others
ENSDARG00000071498,TF-cofactor,FHL
ENSDARG00000073737,TF-cofactor,Other_Co-activator/repressors
ENSDARG00000074245,TF-cofactor,Others
ENSDARG00000074301,TF-cofactor,Others
ENSDARG00000074337,TF-cofactor,Others
ENSDARG00000074371,TF-cofactor,Others
ENSDARG00000074410,TF-cofactor,Others
ENSDARG00000074447,TF-cofactor,Others
ENSDARG00000074501,TF-cofactor,Others
ENSDARG00000074626,TF-cofactor,Others
ENSDARG00000074747,TF-cofactor,Bromodomain
ENSDARG00000074756,TF-cofactor,Others
ENSDARG00000074759,TF-cofactor,Others
ENSDARG00000074955,TF-cofactor,Others
ENSDARG00000074985,TF-cofactor,Others
ENSDARG00000075014,TF-cofactor,Others
ENSDARG00000075139,TF-cofactor,Histone deacetylase
ENSDARG00000075211,TF-cofactor,CHD
ENSDARG00000075340,TF-cofactor,Mediator complex
ENSDARG00000075369,TF-cofactor,Others
ENSDARG00000075421,TF-cofactor,Others
ENSDARG00000075543,TF-cofactor,CHD
ENSDARG00000075565,TF-cofactor,Others
ENSDARG00000075621,TF-cofactor,Others
ENSDARG00000075643,TF-cofactor,Others
ENSDARG00000075732,TF-cofactor,TATA-box
ENSDARG00000075759,TF-cofactor,Others
ENSDARG00000076041,TF-cofactor,WW
ENSDARG00000076068,TF-cofactor,CREB
ENSDARG00000076229,TF-cofactor,Others
ENSDARG00000076466,TF-cofactor,MAML
ENSDARG00000076473,TF-cofactor,Tripartite motif
ENSDARG00000076560,TF-cofactor,Others
ENSDARG00000076590,TF-cofactor,Others
ENSDARG00000076791,TF-cofactor,Cyclin
ENSDARG00000076889,TF-cofactor,Others
ENSDARG00000076903,TF-cofactor,Others
ENSDARG00000076939,TF-cofactor,Zinc finger
ENSDARG00000076966,TF-cofactor,Others
ENSDARG00000077089,TF-cofactor,Others
ENSDARG00000077130,TF-cofactor,BCL
ENSDARG00000077226,TF-cofactor,SWI/SNF
ENSDARG00000077361,TF-cofactor,Bromodomain
ENSDARG00000077732,TF-cofactor,Others
ENSDARG00000077768,TF-cofactor,Others
ENSDARG00000077842,TF-cofactor,Others
ENSDARG00000077870,TF-cofactor,TATA-box
ENSDARG00000077955,TF-cofactor,Ring finger protein
ENSDARG00000078016,TF-cofactor,Others
ENSDARG00000078050,TF-cofactor,PHF
ENSDARG00000078073,TF-cofactor,Other_CRF
ENSDARG00000078076,TF-cofactor,Others
ENSDARG00000078195,TF-cofactor,Others
ENSDARG00000078214,TF-cofactor,Others
ENSDARG00000078233,TF-cofactor,Casein
ENSDARG00000078301,TF-cofactor,Other_CRF
ENSDARG00000078310,TF-cofactor,Other_CRF
ENSDARG00000078381,TF-cofactor,Thyroid hormone receptor
ENSDARG00000078497,TF-cofactor,Others
ENSDARG00000078574,TF-cofactor,Others
ENSDARG00000078658,TF-cofactor,SUPT
ENSDARG00000078767,TF-cofactor,Others
ENSDARG00000078802,TF-cofactor,Ring finger protein
ENSDARG00000078865,TF-cofactor,Others
ENSDARG00000078966,TF-cofactor,RNA binding protein
ENSDARG00000079000,TF-cofactor,Others
ENSDARG00000079015,TF-cofactor,Others
ENSDARG00000079055,TF-cofactor,Others
ENSDARG00000079067,TF-cofactor,Others
ENSDARG00000079123,TF-cofactor,Others
ENSDARG00000079313,TF-cofactor,Others
ENSDARG00000079352,TF-cofactor,SAP
ENSDARG00000079552,TF-cofactor,MAML
ENSDARG00000079578,TF-cofactor,RNA binding protein
ENSDARG00000079605,TF-cofactor,Arginine methyltransferase
ENSDARG00000079684,TF-cofactor,TATA-box
ENSDARG00000079687,TF-cofactor,Ring finger protein
ENSDARG00000079716,TF-cofactor,Other_CRF
ENSDARG00000079725,TF-cofactor,RNA helicase
ENSDARG00000079939,TF-cofactor,Other_CRF
ENSDARG00000079949,TF-cofactor,SUPT
ENSDARG00000079985,TF-cofactor,Nuclear coactivator
ENSDARG00000086416,TF-cofactor,Mediator complex
ENSDARG00000086458,TF-cofactor,Histone deacetylase
ENSDARG00000086670,TF-cofactor,GTF
ENSDARG00000086678,TF-cofactor,ASCC
ENSDARG00000087145,TF-cofactor,PARP
ENSDARG00000087181,TF-cofactor,Chromobox
ENSDARG00000087528,TF-cofactor,Others
ENSDARG00000087573,TF-cofactor,Histone deacetylase
ENSDARG00000087897,TF-cofactor,Others
ENSDARG00000088619,TF-cofactor,Others
ENSDARG00000088877,TF-cofactor,SWI/SNF
ENSDARG00000088924,TF-cofactor,CENP
ENSDARG00000089456,TF-cofactor,Others
ENSDARG00000089564,TF-cofactor,Others
ENSDARG00000090408,TF-cofactor,Erbb2
ENSDARG00000090764,TF-cofactor,Others
ENSDARG00000090851,TF-cofactor,Others
ENSDARG00000091001,TF-cofactor,Others
ENSDARG00000091253,TF-cofactor,SMYD
ENSDARG00000091367,TF-cofactor,Others
ENSDARG00000091563,TF-cofactor,Others
ENSDARG00000091726,TF-cofactor,Others
ENSDARG00000092644,TF-cofactor,Others
ENSDARG00000094204,TF-cofactor,ELP
ENSDARG00000094332,TF-cofactor,Vestigial like
ENSDARG00000097302,TF-cofactor,TATA-box
ENSDARG00000097473,TF-cofactor,Others
ENSDARG00000097537,TF-cofactor,WW
ENSDARG00000097660,TF-cofactor,Others
ENSDARG00000098074,TF-cofactor,Thyroid hormone receptor
ENSDARG00000098141,TF-cofactor,SUPT
ENSDARG00000098175,TF-cofactor,Others
ENSDARG00000098235,TF-cofactor,ACTR
ENSDARG00000098245,TF-cofactor,Others
ENSDARG00000098272,TF-cofactor,Others
ENSDARG00000098349,TF-cofactor,Histone deacetylase
ENSDARG00000098406,TF-cofactor,Others
ENSDARG00000098432,TF-cofactor,Others
ENSDARG00000098924,TF-cofactor,Others
ENSDARG00000098984,TF-cofactor,Others
ENSDARG00000099199,TF-cofactor,Others
ENSDARG00000099383,TF-cofactor,Others
ENSDARG00000099431,TF-cofactor,Mediator complex
ENSDARG00000099441,TF-cofactor,Chromobox
ENSDARG00000099640,TF-cofactor,Others
ENSDARG00000099675,TF-cofactor,Lysine demethylase
ENSDARG00000099727,TF-cofactor,Others
ENSDARG00000099733,TF-cofactor,Other_Co-activator/repressors
ENSDARG00000099742,TF-cofactor,Others
ENSDARG00000099745,TF-cofactor,Bromodomain
ENSDARG00000099786,TF-cofactor,Actin
ENSDARG00000099927,TF-cofactor,DPF
ENSDARG00000100011,TF-cofactor,Others
ENSDARG00000100020,TF-cofactor,Others
ENSDARG00000100129,TF-cofactor,Bromodomain
ENSDARG00000100450,TF-cofactor,Tripartite motif
ENSDARG00000100623,TF-cofactor,Others
ENSDARG00000100965,TF-cofactor,Others
ENSDARG00000101059,TF-cofactor,RNA helicase
ENSDARG00000101085,TF-cofactor,SS18
ENSDARG00000101115,TF-cofactor,Mediator complex
ENSDARG00000101216,TF-cofactor,Others
ENSDARG00000101347,TF-cofactor,WD
ENSDARG00000101465,TF-cofactor,Others
ENSDARG00000101569,TF-cofactor,Others
ENSDARG00000101637,TF-cofactor,Cyclin
ENSDARG00000101706,TF-cofactor,Others
ENSDARG00000101900,TF-cofactor,Others
ENSDARG00000101915,TF-cofactor,Others
ENSDARG00000101996,TF-cofactor,Others
ENSDARG00000102307,TF-cofactor,TATA-box
ENSDARG00000102325,TF-cofactor,Histone lysine methyltransferase
ENSDARG00000102471,TF-cofactor,Others
ENSDARG00000102505,TF-cofactor,Tripartite motif
ENSDARG00000102512,TF-cofactor,Lysine demethylase
ENSDARG00000102643,TF-cofactor,Others
ENSDARG00000102802,TF-cofactor,Bromodomain
ENSDARG00000102832,TF-cofactor,Bromodomain
ENSDARG00000102963,TF-cofactor,Sirtuin
ENSDARG00000102964,TF-cofactor,Others
ENSDARG00000102997,TF-cofactor,Others
ENSDARG00000102998,TF-cofactor,TATA-box
ENSDARG00000103004,TF-cofactor,Others
ENSDARG00000103158,TF-cofactor,LIM
ENSDARG00000103462,TF-cofactor,Others
ENSDARG00000103472,TF-cofactor,Others
ENSDARG00000103578,TF-cofactor,GTF
ENSDARG00000103594,TF-cofactor,Nucleoplasmin
ENSDARG00000103610,TF-cofactor,ACTR
ENSDARG00000103739,TF-cofactor,Others
ENSDARG00000103752,TF-cofactor,Others
ENSDARG00000103787,TF-cofactor,CHD
ENSDARG00000103845,TF-cofactor,HNRNP
ENSDARG00000104018,TF-cofactor,Others
ENSDARG00000104105,TF-cofactor,Others
ENSDARG00000104282,TF-cofactor,Others
ENSDARG00000104290,TF-cofactor,Others
ENSDARG00000104311,TF-cofactor,Others
ENSDARG00000104312,TF-cofactor,Others
ENSDARG00000104396,TF-cofactor,Tripartite motif
ENSDARG00000104437,TF-cofactor,Others
ENSDARG00000104609,TF-cofactor,CREB
ENSDARG00000104710,TF-cofactor,Others
ENSDARG00000104727,TF-cofactor,INO80 complex
ENSDARG00000104734,TF-cofactor,Lysine acetyltransferase
ENSDARG00000104765,TF-cofactor,Others
ENSDARG00000104806,TF-cofactor,Others
ENSDARG00000104861,TF-cofactor,Others
ENSDARG00000105154,TF-cofactor,Others
ENSDARG00000105231,TF-cofactor,Lysine methyltransferase
ENSDARG00000105243,TF-cofactor,Others
ENSDARG00000105286,TF-cofactor,RNA helicase
ENSDARG00000107511,TF-cofactor,Others
ENSDARG00000109250,TF-cofactor,POLR
ENSDARG00000109297,TF-cofactor,HNRNP
ENSDARG00000109314,TF-cofactor,TATA-box
ENSDARG00000109493,TF-cofactor,GTF
ENSDARG00000109502,TF-cofactor,PHF
ENSDARG00000109733,TF-cofactor,Mediator complex
ENSDARG00000109815,TF-cofactor,Mediator complex
ENSDARG00000109944,TF-cofactor,Others
ENSDARG00000109963,TF-cofactor,TEF
ENSDARG00000110004,TF-cofactor,Others
ENSDARG00000110316,TF-cofactor,Histone deacetylase
ENSDARG00000110383,TF-cofactor,FHL
ENSDARG00000110499,TF-cofactor,RNA binding protein
ENSDARG00000110628,TF-cofactor,Ankyrin repeat
ENSDARG00000110789,TF-cofactor,Others
ENSDARG00000110790,TF-cofactor,Others
ENSDARG00000110840,TF-cofactor,Cyclin
ENSDARG00000110963,TF-cofactor,Others
ENSDARG00000110983,TF-cofactor,SAP
ENSDARG00000111007,TF-cofactor,Others
ENSDARG00000111115,TF-cofactor,Others
ENSDARG00000111151,TF-cofactor,Others
ENSDARG00000111385,TF-cofactor,Others
ENSDARG00000111420,TF-cofactor,Thyroid hormone receptor
ENSDARG00000111435,TF-cofactor,Actin
ENSDARG00000111561,TF-cofactor,SWI/SNF
ENSDARG00000111590,TF-cofactor,Cyclin
ENSDARG00000111596,TF-cofactor,Others
ENSDARG00000111701,TF-cofactor,Others
ENSDARG00000111735,TF-cofactor,CCR4-NOT
ENSDARG00000111745,TF-cofactor,Others
ENSDARG00000111791,TF-cofactor,CHD
ENSDARG00000112075,TF-cofactor,Others
ENSDARG00000112244,TF-cofactor,Mediator complex
ENSDARG00000112417,TF-cofactor,Ring finger protein
ENSDARG00000112475,TF-cofactor,Erbb2
ENSDARG00000112483,TF-cofactor,Ring finger protein
ENSDARG00000112537,TF-cofactor,Others
ENSDARG00000112672,TF-cofactor,CCR4-NOT
ENSDARG00000112778,TF-cofactor,Mediator complex
ENSDARG00000112797,TF-cofactor,Others
ENSDARG00000112912,TF-cofactor,Zinc finger
ENSDARG00000112952,TF-cofactor,Others
ENSDARG00000112977,TF-cofactor,MAML
ENSDARG00000113109,TF-cofactor,Ring finger protein
ENSDARG00000113202,TF-cofactor,FAM
ENSDARG00000113214,TF-cofactor,Transcriptional adaptor
ENSDARG00000113492,TF-cofactor,Cyclin
ENSDARG00000113528,TF-cofactor,Others
ENSDARG00000113597,TF-cofactor,Others
ENSDARG00000113743,TF-cofactor,Others
ENSDARG00000113962,TF-cofactor,Others
ENSDARG00000113969,TF-cofactor,SUPT
ENSDARG00000113991,TF-cofactor,SET
ENSDARG00000114033,TF-cofactor,Others
ENSDARG00000114047,TF-cofactor,Others
ENSDARG00000114197,TF-cofactor,TATA-box
ENSDARG00000114251,TF-cofactor,Others
ENSDARG00000114272,TF-cofactor,PHF
ENSDARG00000114297,TF-cofactor,GTF
ENSDARG00000114401,TF-cofactor,Others
ENSDARG00000114425,TF-cofactor,Mediator complex
ENSDARG00000114501,TF-cofactor,Zinc finger
ENSDARG00000114552,TF-cofactor,Others
ENSDARG00000114593,TF-cofactor,PHF
ENSDARG00000115004,TF-cofactor,TATA-box
ENSDARG00000115006,TF-cofactor,Others
ENSDARG00000115012,TF-cofactor,Chromobox
ENSDARG00000115118,TF-cofactor,Others
ENSDARG00000115244,TF-cofactor,GTF
ENSDARG00000115315,TF-cofactor,Others
ENSDARG00000115348,TF-cofactor,Actin
ENSDARG00000115413,TF-cofactor,CCR4-NOT
ENSDARG00000115600,TF-cofactor,Others
ENSDARG00000115677,TF-cofactor,Others
